date_time,sample_timestamp_utc_secs,raw_particle_count,particle_concentration,humidity
01/03/2015 17:01:36,1425247296,0,0,54
01/03/2015 17:02:06,1425247326,0,0,54
01/03/2015 17:02:36,1425247356,0,0,54
01/03/2015 17:03:06,1425247386,7,0,54
01/03/2015 17:03:36,1425247416,2,0.1,54
01/03/2015 17:04:06,1425247446,0,0,54
01/03/2015 17:04:36,1425247476,0,0,54
01/03/2015 17:05:06,1425247506,0,0,54
01/03/2015 17:05:36,1425247536,0,0,54
01/03/2015 17:06:06,1425247566,0,0,54
01/03/2015 17:06:36,1425247596,0,0,55
01/03/2015 17:07:06,1425247626,0,0,54
01/03/2015 17:07:36,1425247656,1,0,54
01/03/2015 17:08:06,1425247686,0,0,54
01/03/2015 17:08:36,1425247716,1,0,54
01/03/2015 17:09:06,1425247746,0,0,54
01/03/2015 17:09:36,1425247776,0,0,54
01/03/2015 17:10:06,1425247806,4,0,54
01/03/2015 17:10:36,1425247836,0,0,54
01/03/2015 17:11:06,1425247866,18,0.2,54
01/03/2015 17:11:36,1425247896,0,0.4,54
01/03/2015 17:12:06,1425247926,0,0.2,54
01/03/2015 17:12:36,1425247956,1,0,54
01/03/2015 17:13:06,1425247986,0,0,55
01/03/2015 17:13:36,1425248016,2,0,54
01/03/2015 17:14:06,1425248046,0,0,55
01/03/2015 17:14:36,1425248076,0,0,54
01/03/2015 17:15:06,1425248106,0,0,55
01/03/2015 17:15:36,1425248136,0,0,54
01/03/2015 17:16:06,1425248166,4,0,54
01/03/2015 17:16:36,1425248196,0,0,54
01/03/2015 17:17:06,1425248226,11,0.2,55
01/03/2015 17:17:36,1425248256,0,0.1,54
01/03/2015 17:18:06,1425248286,0,0,54
01/03/2015 17:18:36,1425248316,0,0,55
01/03/2015 17:19:06,1425248346,0,0,54
01/03/2015 17:19:36,1425248376,10,0.1,54
01/03/2015 17:20:06,1425248406,0,0.1,55
01/03/2015 17:20:36,1425248436,0,0,55
01/03/2015 17:21:06,1425248466,9,0.1,55
01/03/2015 17:21:36,1425248496,0,0.1,55
01/03/2015 17:22:06,1425248526,0,0,55
01/03/2015 17:22:36,1425248556,5,0,54
01/03/2015 17:23:06,1425248586,0,0,55
01/03/2015 17:23:36,1425248616,0,0,54
01/03/2015 17:24:06,1425248646,0,0,55
01/03/2015 17:24:36,1425248676,0,0,55
01/03/2015 17:25:06,1425248706,0,0,55
01/03/2015 17:25:36,1425248736,0,0,55
01/03/2015 17:26:06,1425248766,2,0,55
01/03/2015 17:26:36,1425248796,0,0,54
01/03/2015 17:27:06,1425248826,0,0,54
01/03/2015 17:27:36,1425248856,0,0,55
01/03/2015 17:28:06,1425248886,5,0,55
01/03/2015 17:28:36,1425248916,0,0,55
01/03/2015 17:29:06,1425248946,3,0,55
01/03/2015 17:29:36,1425248976,0,0,55
01/03/2015 17:30:06,1425249006,0,0,55
01/03/2015 17:30:36,1425249036,0,0,55
01/03/2015 17:31:06,1425249066,1,0,55
01/03/2015 17:31:36,1425249096,0,0,55
01/03/2015 17:32:06,1425249126,0,0,55
01/03/2015 17:32:36,1425249156,3,0,55
01/03/2015 17:33:06,1425249186,0,0,55
01/03/2015 17:33:36,1425249216,5,0,55
01/03/2015 17:34:06,1425249246,0,0,55
01/03/2015 17:34:36,1425249276,9,0.1,55
01/03/2015 17:35:06,1425249306,0,0.1,55
01/03/2015 17:35:36,1425249336,0,0,55
01/03/2015 17:36:06,1425249366,0,0,55
01/03/2015 17:36:36,1425249396,0,0,55
01/03/2015 17:37:06,1425249426,0,0,55
01/03/2015 17:37:36,1425249456,9,0.1,55
01/03/2015 17:38:06,1425249486,0,0.1,55
01/03/2015 17:38:36,1425249516,0,0,54
01/03/2015 17:39:06,1425249546,0,0,55
01/03/2015 17:39:36,1425249576,2,0,55
01/03/2015 17:40:06,1425249606,0,0,55
01/03/2015 17:40:36,1425249636,5,0,55
01/03/2015 17:41:06,1425249666,0,0,55
01/03/2015 17:41:36,1425249696,0,0,55
01/03/2015 17:42:06,1425249726,0,0,55
01/03/2015 17:42:36,1425249756,0,0,55
01/03/2015 17:43:06,1425249786,5,0,55
01/03/2015 17:43:36,1425249816,6,0,55
01/03/2015 17:44:06,1425249846,0,0,55
01/03/2015 17:44:36,1425249876,6,0.1,55
01/03/2015 17:45:06,1425249906,0,0,55
01/03/2015 17:45:36,1425249936,0,0,55
01/03/2015 17:46:06,1425249966,0,0,55
01/03/2015 17:46:36,1425249996,0,0,55
01/03/2015 17:47:06,1425250026,0,0,55
01/03/2015 17:47:36,1425250056,0,0,55
01/03/2015 17:48:06,1425250086,0,0,55
01/03/2015 17:48:36,1425250116,0,0,55
01/03/2015 17:49:06,1425250146,2,0,55
01/03/2015 17:49:36,1425250176,0,0,55
01/03/2015 17:50:06,1425250206,0,0,55
01/03/2015 17:50:36,1425250236,7,0.1,55
01/03/2015 17:51:06,1425250266,0,0,55
01/03/2015 17:51:36,1425250296,0,0,55
01/03/2015 17:52:06,1425250326,0,0,55
01/03/2015 17:52:36,1425250356,0,0,55
01/03/2015 17:53:06,1425250386,5,0,55
01/03/2015 17:53:36,1425250416,0,0,54
01/03/2015 17:54:06,1425250446,2,0,55
01/03/2015 17:54:36,1425250476,3,0,55
01/03/2015 17:55:06,1425250506,0,0,55
01/03/2015 17:55:36,1425250536,0,0,55
01/03/2015 17:56:06,1425250566,1,0,55
01/03/2015 17:56:36,1425250596,4,0,54
01/03/2015 17:57:06,1425250626,0,0,54
01/03/2015 17:57:36,1425250656,0,0,54
01/03/2015 17:58:06,1425250686,3,0,54
01/03/2015 17:58:36,1425250716,1,0,54
01/03/2015 17:59:06,1425250746,2,0,55
01/03/2015 17:59:36,1425250776,7,0,54
01/03/2015 18:00:06,1425250806,2,0.1,54
01/03/2015 18:00:36,1425250836,7,0.1,54
01/03/2015 18:01:06,1425250866,0,0,55
01/03/2015 18:01:36,1425250896,0,0,54
01/03/2015 18:02:06,1425250926,0,0,55
01/03/2015 18:02:36,1425250956,0,0,55
01/03/2015 18:03:06,1425250986,0,0,55
01/03/2015 18:03:36,1425251016,0,0,55
01/03/2015 18:04:06,1425251046,0,0,55
01/03/2015 18:04:36,1425251076,0,0,55
01/03/2015 18:05:06,1425251106,2,0,55
01/03/2015 18:05:36,1425251136,0,0,55
01/03/2015 18:06:06,1425251166,0,0,54
01/03/2015 18:06:36,1425251196,0,0,54
01/03/2015 18:07:06,1425251226,0,0,55
01/03/2015 18:07:36,1425251256,0,0,55
01/03/2015 18:08:06,1425251286,0,0,54
01/03/2015 18:08:36,1425251316,0,0,55
01/03/2015 18:09:06,1425251346,4,0,54
01/03/2015 18:09:36,1425251376,5,0.2,55
01/03/2015 18:10:06,1425251406,0,0,54
01/03/2015 18:10:36,1425251436,5,0,55
01/03/2015 18:11:06,1425251466,0,0,55
01/03/2015 18:11:36,1425251496,0,0,55
01/03/2015 18:12:06,1425251526,0,0,55
01/03/2015 18:12:36,1425251556,0,0,55
01/03/2015 18:13:06,1425251586,0,0,55
01/03/2015 18:13:36,1425251616,0,0,55
01/03/2015 18:14:06,1425251646,11,0.2,55
01/03/2015 18:14:36,1425251676,0,0.1,55
01/03/2015 18:15:06,1425251706,0,0,55
01/03/2015 18:15:36,1425251736,0,0,55
01/03/2015 18:16:06,1425251766,4,0,55
01/03/2015 18:16:36,1425251796,2,0,55
01/03/2015 18:17:06,1425251826,0,0,55
01/03/2015 18:17:36,1425251856,0,0,55
01/03/2015 18:18:06,1425251886,0,0,55
01/03/2015 18:18:36,1425251916,0,0,55
01/03/2015 18:19:06,1425251946,0,0,56
01/03/2015 18:19:36,1425251976,0,0,56
01/03/2015 18:20:06,1425252006,3,0,55
01/03/2015 18:20:36,1425252036,0,0,55
01/03/2015 18:21:06,1425252066,0,0,55
01/03/2015 18:21:36,1425252096,0,0,55
01/03/2015 18:22:06,1425252126,0,0,55
01/03/2015 18:22:36,1425252156,5,0,55
01/03/2015 18:23:06,1425252186,0,0,55
